Category 1,Category 2,Category 3,Table Name,Custom Name
Engine Diagnostic,P0011,DTC,c_err_clas_2_CAM_STAT_VCP_IN_1,P0011 DTC A Camshaft Position (Bank1) Timing over-advanced or System Performance
Engine Diagnostic,P0011,MIL,c_err_clas_CAM_STAT_VCP_IN_1,P0011 MIL A Camshaft Position (Bank1) Timing over-advanced or System Performance
Engine Diagnostic,P0014,DTC,c_err_clas_2_CAM_STAT_VCP_EX_1,P0014 DTC B Camshaft Position (Bank1) Timing over-advanced or System Performance
Engine Diagnostic,P0014,MIL,c_err_clas_CAM_STAT_VCP_EX_1,P0014 MIL B Camshaft Position (Bank1) Timing over-advanced or System Performance
Engine Diagnostic,P0016,DTC,c_err_clas_2_CAM_REF_CRK_IN_1,P0016 DTC Crankshaft Position-Camshaft Position Correlation Bank 1 Sensor A
Engine Diagnostic,P0016,DTC,c_err_clas_2_CAM_TOOTH_OFF_IN_1,P0016 DTC Crankshaft Position-Camshaft Position Correlation Bank 1 Sensor A
Engine Diagnostic,P0016,MIL,c_err_clas_CAM_REF_CRK_IN_1,P0016 MIL Crankshaft Position-Camshaft Position Correlation Bank 1 Sensor A
Engine Diagnostic,P0016,MIL,c_err_clas_CAM_TOOTH_OFF_IN_1,P0016 MIL Crankshaft Position-Camshaft Position Correlation Bank 1 Sensor A
Engine Diagnostic,P0017,DTC,c_err_clas_2_CAM_REF_CRK_EX_1,P0017 DTC Crankshaft Position-Camshaft Position Correlation Bank 1 Sensor B
Engine Diagnostic,P0017,MIL,c_err_clas_CAM_REF_CRK_EX_1,P0017 MIL Crankshaft Position-Camshaft Position Correlation Bank 1 Sensor B
Engine Diagnostic,P0030,DTC,c_err_clas_2_LSH_LSL_OC_1,P0030 DTC O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 1)
Engine Diagnostic,P0030,MIL,c_err_clas_LSH_LSL_OC_1,P0030 MIL O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 1)
Engine Diagnostic,P0031,DTC,c_err_clas_2_LSH_LSL_SCG_1,P0031 DTC O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 1) Low
Engine Diagnostic,P0031,MIL,c_err_clas_LSH_LSL_SCG_1,P0031 MIL O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 1) Low
Engine Diagnostic,P0032,DTC,c_err_clas_2_LSH_LSL_SCP_1,P0032 DTC O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 1) High
Engine Diagnostic,P0032,MIL,c_err_clas_LSH_LSL_SCP_1,P0032 MIL O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 1) High
Engine Diagnostic,P0033,DTC,c_err_clas_2_EL_RCL_ACR_OC,P0033 DTC Turbo Charger Bypass Valve Control Circuit
Engine Diagnostic,P0033,DTC,c_err_clas_2_EL_RCL_ACR_SCP,P0033 DTC Turbo Charger Bypass Valve Control Circuit
Engine Diagnostic,P0033,MIL,c_err_clas_EL_RCL_ACR_OC,P0033 MIL Turbo Charger Bypass Valve Control Circuit
Engine Diagnostic,P0033,MIL,c_err_clas_EL_RCL_ACR_SCP,P0033 MIL Turbo Charger Bypass Valve Control Circuit
Engine Diagnostic,P0034,DTC,c_err_clas_2_EL_RCL_ACR_SCG,P0034 DTC Turbo Charger Bypass Valve Control Circuit Low
Engine Diagnostic,P0034,MIL,c_err_clas_EL_RCL_ACR_SCG,P0034 MIL Turbo Charger Bypass Valve Control Circuit Low
Engine Diagnostic,P0036,DTC,c_err_clas_2_LSH_LS_OC_1,P0036 DTC O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 2)
Engine Diagnostic,P0036,MIL,c_err_clas_LSH_LS_OC_1,P0036 MIL O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 2)
Engine Diagnostic,P0037,DTC,c_err_clas_2_LSH_LS_SCG_1,P0037 DTC O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 2) Low
Engine Diagnostic,P0037,MIL,c_err_clas_LSH_LS_SCG_1,P0037 MIL O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 2) Low
Engine Diagnostic,P0038,DTC,c_err_clas_2_LSH_LS_SCP_1,P0038 DTC O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 2) High
Engine Diagnostic,P0038,MIL,c_err_clas_LSH_LS_SCP_1,P0038 MIL O2 Sensor Heater Contr. Circ.(Bank1(1)Sensor 2) High
Engine Diagnostic,P0041,DTC,c_err_clas_2_CHG_LS_DOWN,P0041 DTC O2 Sensor Signals Swapped Bank 1 Sensor 2/ Bank 2 Sensor 2
Engine Diagnostic,P0041,MIL,c_err_clas_CHG_LS_DOWN,P0041 MIL O2 Sensor Signals Swapped Bank 1 Sensor 2/ Bank 2 Sensor 2
Engine Diagnostic,P0045,DTC,c_err_clas_2_BPA_DR_OC_1,"P0045 DTC ""Turbocharger/Supercharger Boost Control Solenoid """"A"""" Circuit/Open"""
Engine Diagnostic,P0045,MIL,c_err_clas_BPA_DR_OC_1,"P0045 MIL ""Turbocharger/Supercharger Boost Control Solenoid """"A"""" Circuit/Open"""
Engine Diagnostic,P0049,DTC,c_err_clas_2_TCHA_PROT,P0049 DTC Turbocharger/Supercharger Turbine Overspeed
Engine Diagnostic,P0049,MIL,c_err_clas_TCHA_PROT,P0049 MIL Turbocharger/Supercharger Turbine Overspeed
Engine Diagnostic,P0068,DTC,c_err_clas_2_AMP_TPS_PLAUS,P0068 DTC MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0068,DTC,c_err_clas_2_LOAD_PLAUS,P0068 DTC MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0068,DTC,c_err_clas_2_LOAD_TPS_PLAUS,P0068 DTC MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0068,DTC,c_err_clas_2_PRS_IM_CTL_MIN,P0068 DTC MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0068,DTC,c_err_clas_2_TPS_PLAUS,P0068 DTC MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0068,MIL,c_err_clas_AMP_TPS_PLAUS,P0068 MIL MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0068,MIL,c_err_clas_LOAD_PLAUS,P0068 MIL MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0068,MIL,c_err_clas_LOAD_TPS_PLAUS,P0068 MIL MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0068,MIL,c_err_clas_PRS_IM_CTL_MIN,P0068 MIL MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0068,MIL,c_err_clas_TPS_PLAUS,P0068 MIL MAP/MAF - Throttle Position Correlation
Engine Diagnostic,P0070,DTC,c_err_clas_2_TAA_INTC_EL_H,P0070 DTC Ambient Air Temperature Sensor Circuit
Engine Diagnostic,P0070,MIL,c_err_clas_TAA_INTC_EL_H,P0070 MIL Ambient Air Temperature Sensor Circuit
Engine Diagnostic,P0071,DTC,c_err_clas_2_TEMP_CST_PLAUS_TAA,P0071 DTC Ambient Air Temperature Sensor Circuit Range/Performance
Engine Diagnostic,P0071,DTC,c_err_clas_2_TLTS_AIR_INTM_IM,P0071 DTC Ambient Air Temperature Sensor Circuit Range/Performance
Engine Diagnostic,P0071,MIL,c_err_clas_TEMP_CST_PLAUS_TAA,P0071 MIL Ambient Air Temperature Sensor Circuit Range/Performance
Engine Diagnostic,P0071,MIL,c_err_clas_TLTS_AIR_INTM_IM,P0071 MIL Ambient Air Temperature Sensor Circuit Range/Performance
Engine Diagnostic,P0072,DTC,c_err_clas_2_TAA_INTC_EL_L,P0072 DTC Ambient Air Temperature Sensor Circuit Low
Engine Diagnostic,P0072,DTC,c_err_clas_2_TLTS_AIR_ORNG_L_IM,P0072 DTC Ambient Air Temperature Sensor Circuit Low
Engine Diagnostic,P0072,MIL,c_err_clas_TAA_INTC_EL_L,P0072 MIL Ambient Air Temperature Sensor Circuit Low
Engine Diagnostic,P0072,MIL,c_err_clas_TLTS_AIR_ORNG_L_IM,P0072 MIL Ambient Air Temperature Sensor Circuit Low
Engine Diagnostic,P0073,DTC,c_err_clas_2_TLTS_AIR_ORNG_H_IM,P0073 DTC Ambient Air Temperature Sensor Circuit High
Engine Diagnostic,P0073,MIL,c_err_clas_TLTS_AIR_ORNG_H_IM,P0073 MIL Ambient Air Temperature Sensor Circuit High
Engine Diagnostic,P0087,DTC,c_err_clas_2_H_PRS_SYS_BOL_1,P0087 DTC Fuel Rail/System Pressure - Too Low
Engine Diagnostic,P0087,DTC,c_err_clas_2_H_PRS_SYS_BOL_2,P0087 DTC Fuel Rail/System Pressure - Too Low
Engine Diagnostic,P0087,MIL,c_err_clas_H_PRS_SYS_BOL_1,P0087 MIL Fuel Rail/System Pressure - Too Low
Engine Diagnostic,P0087,MIL,c_err_clas_H_PRS_SYS_BOL_2,P0087 MIL Fuel Rail/System Pressure - Too Low
Engine Diagnostic,P0088,DTC,c_err_clas_2_H_PRS_SYS_TOL_1,P0088 DTC Fuel Rail/System Pressure - Too High
Engine Diagnostic,P0088,MIL,c_err_clas_H_PRS_SYS_TOL_1,P0088 MIL Fuel Rail/System Pressure - Too High
Engine Diagnostic,P0089,DTC,c_err_clas_2_FUP_EFP_CTL_AD,P0089 DTC Fuel Pressure Regulator 1 Performance
Engine Diagnostic,P0089,DTC,c_err_clas_2_FUP_EFP_CTL_DIF,P0089 DTC Fuel Pressure Regulator 1 Performance
Engine Diagnostic,P0089,DTC,c_err_clas_2_FUP_EFP_CTL_I,P0089 DTC Fuel Pressure Regulator 1 Performance
Engine Diagnostic,P0089,MIL,c_err_clas_FUP_EFP_CTL_AD,P0089 MIL Fuel Pressure Regulator 1 Performance
Engine Diagnostic,P0089,MIL,c_err_clas_FUP_EFP_CTL_DIF,P0089 MIL Fuel Pressure Regulator 1 Performance
Engine Diagnostic,P0089,MIL,c_err_clas_FUP_EFP_CTL_I,P0089 MIL Fuel Pressure Regulator 1 Performance
Engine Diagnostic,P008A,DTC,c_err_clas_2_FUP_EFP_ORNG_BOL,P008A DTC Low Pressure Fuel System Pressure - Too Low
Engine Diagnostic,P008A,MIL,c_err_clas_FUP_EFP_ORNG_BOL,P008A MIL Low Pressure Fuel System Pressure - Too Low
Engine Diagnostic,P008B,DTC,c_err_clas_2_FUP_EFP_ORNG_TOL_1,P008B DTC Low Pressure Fuel System Pressure - Too High
Engine Diagnostic,P008B,DTC,c_err_clas_2_FUP_EFP_ORNG_TOL_2,P008B DTC Low Pressure Fuel System Pressure - Too High
Engine Diagnostic,P008B,MIL,c_err_clas_FUP_EFP_ORNG_TOL_1,P008B MIL Low Pressure Fuel System Pressure - Too High
Engine Diagnostic,P008B,MIL,c_err_clas_FUP_EFP_ORNG_TOL_2,P008B MIL Low Pressure Fuel System Pressure - Too High
Engine Diagnostic,P0092,DTC,c_err_clas_2_VCV_SCP,P0092 DTC Fuel Pressure Regulator 1 Control Circuit High
Engine Diagnostic,P0092,MIL,c_err_clas_VCV_SCP,P0092 MIL Fuel Pressure Regulator 1 Control Circuit High
Engine Diagnostic,P00AF,DTC,c_err_clas_2_BPA_STUCK_CLOSE_1,"P00AF DTC ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,DTC,c_err_clas_2_BPA_STUCK_OPEN_1,"P00AF DTC ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,DTC,c_err_clas_2_BPA_TMP_STUCK_MAX_1,"P00AF DTC ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,DTC,c_err_clas_2_BPA_TMP_STUCK_MIN_1,"P00AF DTC ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,DTC,c_err_clas_2_POSN_DIF_BPA_H_1,"P00AF DTC ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,DTC,c_err_clas_2_PWM_BPA_H_1,"P00AF DTC ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,DTC,c_err_clas_2_PWM_BPA_L_1,"P00AF DTC ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,MIL,c_err_clas_BPA_STUCK_CLOSE_1,"P00AF MIL ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,MIL,c_err_clas_BPA_STUCK_OPEN_1,"P00AF MIL ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,MIL,c_err_clas_BPA_TMP_STUCK_MAX_1,"P00AF MIL ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,MIL,c_err_clas_BPA_TMP_STUCK_MIN_1,"P00AF MIL ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,MIL,c_err_clas_POSN_DIF_BPA_H_1,"P00AF MIL ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,MIL,c_err_clas_PWM_BPA_H_1,"P00AF MIL ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00AF,MIL,c_err_clas_PWM_BPA_L_1,"P00AF MIL ""Turbocharger/Supercharger Boost Control """"A"""" Module Performance"""
Engine Diagnostic,P00B7,DTC,c_err_clas_2_RVC_AD_TOUT,P00B7 DTC Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,DTC,c_err_clas_2_RVC_DIF,P00B7 DTC Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,DTC,c_err_clas_2_RVC_DIG_BOL_AD,P00B7 DTC Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,DTC,c_err_clas_2_RVC_DIG_TOL_AD,P00B7 DTC Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,DTC,c_err_clas_2_RVC_JAM_RNG_0,P00B7 DTC Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,DTC,c_err_clas_2_RVC_JAM_RNG_1,P00B7 DTC Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,DTC,c_err_clas_2_RVC_JAM_RNG_2,P00B7 DTC Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,DTC,c_err_clas_2_RVC_JAM_RNG_3,P00B7 DTC Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,MIL,c_err_clas_RVC_AD_TOUT,P00B7 MIL Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,MIL,c_err_clas_RVC_DIF,P00B7 MIL Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,MIL,c_err_clas_RVC_DIG_BOL_AD,P00B7 MIL Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,MIL,c_err_clas_RVC_DIG_TOL_AD,P00B7 MIL Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,MIL,c_err_clas_RVC_JAM_RNG_0,P00B7 MIL Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,MIL,c_err_clas_RVC_JAM_RNG_1,P00B7 MIL Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,MIL,c_err_clas_RVC_JAM_RNG_2,P00B7 MIL Engine Coolant Flow Low/Performance
Engine Diagnostic,P00B7,MIL,c_err_clas_RVC_JAM_RNG_3,P00B7 MIL Engine Coolant Flow Low/Performance
Engine Diagnostic,P0106,DTC,c_err_clas_2_PRS_IM_PLAUS,P0106 DTC Manifold Abs.Pressure or Bar.Pressure Range/Performance
Engine Diagnostic,P0106,MIL,c_err_clas_PRS_IM_PLAUS,P0106 MIL Manifold Abs.Pressure or Bar.Pressure Range/Performance
Engine Diagnostic,P0107,DTC,c_err_clas_2_MAP_SCG,P0107 DTC Manifold Abs.Pressure or Bar.Pressure Low Input
Engine Diagnostic,P0107,MIL,c_err_clas_MAP_SCG,P0107 MIL Manifold Abs.Pressure or Bar.Pressure Low Input
Engine Diagnostic,P0108,DTC,c_err_clas_2_MAP_SCP,P0108 DTC Manifold Abs.Pressure or Bar.Pressure High Input
Engine Diagnostic,P0108,MIL,c_err_clas_MAP_SCP,P0108 MIL Manifold Abs.Pressure or Bar.Pressure High Input
Engine Diagnostic,P0111,DTC,c_err_clas_2_TEMP_CST_PLAUS_TIG_IM,P0111 DTC Intake Air Temperature Sensor 1 Bank 1 Circuit Range/Performance
Engine Diagnostic,P0111,DTC,c_err_clas_2_TLTS_AIR_INTM_TAA,P0111 DTC Intake Air Temperature Sensor 1 Bank 1 Circuit Range/Performance
Engine Diagnostic,P0111,MIL,c_err_clas_TEMP_CST_PLAUS_TIG_IM,P0111 MIL Intake Air Temperature Sensor 1 Bank 1 Circuit Range/Performance
Engine Diagnostic,P0111,MIL,c_err_clas_TLTS_AIR_INTM_TAA,P0111 MIL Intake Air Temperature Sensor 1 Bank 1 Circuit Range/Performance
Engine Diagnostic,P0112,DTC,c_err_clas_2_LTS_AIR_SCG_IM,P0112 DTC Intake Air Temperature Sensor 1 Bank 1 Circuit Low
Engine Diagnostic,P0112,DTC,c_err_clas_2_TLTS_AIR_ORNG_L_TAA,P0112 DTC Intake Air Temperature Sensor 1 Bank 1 Circuit Low
Engine Diagnostic,P0112,MIL,c_err_clas_LTS_AIR_SCG_IM,P0112 MIL Intake Air Temperature Sensor 1 Bank 1 Circuit Low
Engine Diagnostic,P0112,MIL,c_err_clas_TLTS_AIR_ORNG_L_TAA,P0112 MIL Intake Air Temperature Sensor 1 Bank 1 Circuit Low
Engine Diagnostic,P0113,DTC,c_err_clas_2_LTS_AIR_OC_IM,P0113 DTC Intake Air Temperature Sensor 1 Bank 1 Circuit High
Engine Diagnostic,P0113,DTC,c_err_clas_2_TLTS_AIR_ORNG_H_TAA,P0113 DTC Intake Air Temperature Sensor 1 Bank 1 Circuit High
Engine Diagnostic,P0113,MIL,c_err_clas_LTS_AIR_OC_IM,P0113 MIL Intake Air Temperature Sensor 1 Bank 1 Circuit High
Engine Diagnostic,P0113,MIL,c_err_clas_TLTS_AIR_ORNG_H_TAA,P0113 MIL Intake Air Temperature Sensor 1 Bank 1 Circuit High
Engine Diagnostic,P0116,DTC,c_err_clas_2_SENS_NEG_OFS_CHK_TCE,P0116 DTC Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,DTC,c_err_clas_2_SENS_POS_OFS_CHK_TCE,P0116 DTC Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,DTC,c_err_clas_2_TCE_NEG_OFS_CHK,P0116 DTC Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,DTC,c_err_clas_2_TCE_POS_OFS_CHK,P0116 DTC Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,DTC,c_err_clas_2_TEMP_CST_PLAUS_TCO,P0116 DTC Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,DTC,c_err_clas_2_TLTS_STUCK_H_TCE,P0116 DTC Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,DTC,c_err_clas_2_TLTS_STUCK_L_TCE,P0116 DTC Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,MIL,c_err_clas_SENS_NEG_OFS_CHK_TCE,P0116 MIL Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,MIL,c_err_clas_SENS_POS_OFS_CHK_TCE,P0116 MIL Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,MIL,c_err_clas_TCE_NEG_OFS_CHK,P0116 MIL Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,MIL,c_err_clas_TCE_POS_OFS_CHK,P0116 MIL Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,MIL,c_err_clas_TEMP_CST_PLAUS_TCO,P0116 MIL Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,MIL,c_err_clas_TLTS_STUCK_H_TCE,P0116 MIL Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0116,MIL,c_err_clas_TLTS_STUCK_L_TCE,P0116 MIL Engine Coolant Temperature Sensor 1 Circuit Range/Performance
Engine Diagnostic,P0117,DTC,c_err_clas_2_LTS_EL_L_TCE,P0117 DTC Engine Coolant Temperature Sensor 1 Circuit Low
Engine Diagnostic,P0117,MIL,c_err_clas_LTS_EL_L_TCE,P0117 MIL Engine Coolant Temperature Sensor 1 Circuit Low
Engine Diagnostic,P0118,DTC,c_err_clas_2_LTS_EL_H_TCE,P0118 DTC Engine Coolant Temperature Sensor 1 Circuit High
Engine Diagnostic,P0118,MIL,c_err_clas_LTS_EL_H_TCE,P0118 MIL Engine Coolant Temperature Sensor 1 Circuit High
Engine Diagnostic,P0121,DTC,c_err_clas_2_TPS_MAF_1,P0121 DTC Throttle/Pedal Pos.Sensor A Circ. Range/Performance
Engine Diagnostic,P0121,DTC,c_err_clas_2_TPS_RATIO,P0121 DTC Throttle/Pedal Pos.Sensor A Circ. Range/Performance
Engine Diagnostic,P0121,MIL,c_err_clas_TPS_MAF_1,P0121 MIL Throttle/Pedal Pos.Sensor A Circ. Range/Performance
Engine Diagnostic,P0121,MIL,c_err_clas_TPS_RATIO,P0121 MIL Throttle/Pedal Pos.Sensor A Circ. Range/Performance
Engine Diagnostic,P0122,DTC,c_err_clas_2_VP_TPS_1_L,P0122 DTC Throttle/Pedal Pos.Sensor A Circ. Low Input
Engine Diagnostic,P0122,MIL,c_err_clas_VP_TPS_1_L,P0122 MIL Throttle/Pedal Pos.Sensor A Circ. Low Input
Engine Diagnostic,P0123,DTC,c_err_clas_2_VP_TPS_1_H,P0123 DTC Throttle/Pedal Pos.Sensor A Circ. High Input
Engine Diagnostic,P0123,MIL,c_err_clas_VP_TPS_1_H,P0123 MIL Throttle/Pedal Pos.Sensor A Circ. High Input
Engine Diagnostic,P0131,DTC,c_err_clas_2_LSL_SCG_1,"P0131 DTC ""O2 Sensor Circ. DTC Bank1-Sensor1 Low Voltage"""
Engine Diagnostic,P0131,MIL,c_err_clas_LSL_SCG_1,"P0131 MIL ""O2 Sensor Circ. MIL Bank1-Sensor1 Low Voltage"""
Engine Diagnostic,P0132,DTC,c_err_clas_2_LSL_SCP_1,"P0132 DTC ""O2 Sensor Circ. DTC Bank1-Sensor1 High Voltage"""
Engine Diagnostic,P0132,MIL,c_err_clas_LSL_SCP_1,"P0132 MIL ""O2 Sensor Circ. MIL Bank1-Sensor1 High Voltage"""
Engine Diagnostic,P0133,DTC,c_err_clas_2_DYN_LS_UP_1,"P0133 DTC ""O2 Sensor Circ. DTC Bank1-Sensor1 Slow Response"""
Engine Diagnostic,P0133,MIL,c_err_clas_DYN_LS_UP_1,"P0133 MIL ""O2 Sensor Circ. MIL Bank1-Sensor1 Slow Response"""
Engine Diagnostic,P0135,DTC,c_err_clas_2_LSH_LSL_PWR_L_1,"P0135 DTC ""O2 Sensor Heater Circ. DTC Bank1-Sensor1 Malfunction"""
Engine Diagnostic,P0135,MIL,c_err_clas_LSH_LSL_PWR_L_1,"P0135 MIL ""O2 Sensor Heater Circ. MIL Bank1-Sensor1 Malfunction"""
Engine Diagnostic,P0136,DTC,c_err_clas_2_CHK_LS_DOWN_AFL_1,"P0136 DTC ""O2 Sensor Circ. DTC Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0136,DTC,c_err_clas_2_CHK_LS_DOWN_AFR_1,"P0136 DTC ""O2 Sensor Circ. DTC Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0136,DTC,c_err_clas_2_PUC_LS_DOWN_1,"P0136 DTC ""O2 Sensor Circ. DTC Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0136,DTC,c_err_clas_2_VLS_DOWN_DIF_AFL_1,"P0136 DTC ""O2 Sensor Circ. DTC Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0136,DTC,c_err_clas_2_VLS_DOWN_DIF_AFR_1,"P0136 DTC ""O2 Sensor Circ. DTC Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0136,MIL,c_err_clas_CHK_LS_DOWN_AFL_1,"P0136 MIL ""O2 Sensor Circ. MIL Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0136,MIL,c_err_clas_CHK_LS_DOWN_AFR_1,"P0136 MIL ""O2 Sensor Circ. MIL Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0136,MIL,c_err_clas_PUC_LS_DOWN_1,"P0136 MIL ""O2 Sensor Circ. MIL Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0136,MIL,c_err_clas_VLS_DOWN_DIF_AFL_1,"P0136 MIL ""O2 Sensor Circ. MIL Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0136,MIL,c_err_clas_VLS_DOWN_DIF_AFR_1,"P0136 MIL ""O2 Sensor Circ. MIL Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0137,DTC,c_err_clas_2_LS_SCG_1,"P0137 DTC ""O2 Sensor Circ. DTC Bank1-Sensor2 Low Voltage"""
Engine Diagnostic,P0137,MIL,c_err_clas_LS_SCG_1,"P0137 MIL ""O2 Sensor Circ. MIL Bank1-Sensor2 Low Voltage"""
Engine Diagnostic,P0138,DTC,c_err_clas_2_LS_SCP_1,"P0138 DTC ""O2 Sensor Circ. DTC Bank1-Sensor2 High Voltage"""
Engine Diagnostic,P0138,MIL,c_err_clas_LS_SCP_1,"P0138 MIL ""O2 Sensor Circ. MIL Bank1-Sensor2 High Voltage"""
Engine Diagnostic,P013A,DTC,c_err_clas_2_GRD_R2L_LS_DOWN_1,P013A DTC O2 Sensor Bank 1 Sensor 2 Slow Response - Rich to Lean
Engine Diagnostic,P013A,MIL,c_err_clas_GRD_R2L_LS_DOWN_1,P013A MIL O2 Sensor Bank 1 Sensor 2 Slow Response - Rich to Lean
Engine Diagnostic,P013B,DTC,c_err_clas_2_GRD_L2R_LS_DOWN_1,P013B DTC O2 Sensor Bank1-Sensor2 Slow Response - Lean to Rich
Engine Diagnostic,P013B,MIL,c_err_clas_GRD_L2R_LS_DOWN_1,P013B MIL O2 Sensor Bank1-Sensor2 Slow Response - Lean to Rich
Engine Diagnostic,P013E,DTC,c_err_clas_2_DLY_R2L_LS_DOWN_1,P013E DTC O2 Sensor Bank 1 Sensor 2 Delayed Response - Rich to Lean
Engine Diagnostic,P013E,MIL,c_err_clas_DLY_R2L_LS_DOWN_1,P013E MIL O2 Sensor Bank 1 Sensor 2 Delayed Response - Rich to Lean
Engine Diagnostic,P013F,DTC,c_err_clas_2_DLY_L2R_LS_DOWN_1,P013F DTC O2 Sensor Bank 1 Sensor 2 Delayed Response - Lean to Rich
Engine Diagnostic,P013F,MIL,c_err_clas_DLY_L2R_LS_DOWN_1,P013F MIL O2 Sensor Bank 1 Sensor 2 Delayed Response - Lean to Rich
Engine Diagnostic,P0140,DTC,c_err_clas_2_LS_OC_1,"P0140 DTC ""O2 Sensor Circ. DTC Bank1-Sensor2 No Activity Detected"""
Engine Diagnostic,P0140,MIL,c_err_clas_LS_OC_1,"P0140 MIL ""O2 Sensor Circ. MIL Bank1-Sensor2 No Activity Detected"""
Engine Diagnostic,P0141,DTC,c_err_clas_2_LSH_LS_PWR_L_1,"P0141 DTC ""O2 Sensor Heater Circ. DTC Bank1-Sensor2 Malfunction"""
Engine Diagnostic,P0141,MIL,c_err_clas_LSH_LS_PWR_L_1,"P0141 MIL ""O2 Sensor Heater Circ. MIL Bank1-Sensor2 Malfunction"""
